0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.027564,0,0.017435,0,0,0.28703,0,0,0.066665,0,0.016805,0.15444,0,0,0,0,0.13371,0,0,0,0,0,0.080123,0.081162,0,0,0.11511,0,0,0,0,0.058385,0.047404,0.23369,0.12297,0,0.17013,0.13378,0,0,0,0,0.09903,0.0045587,0.031344,0.028525,0.20253,0,0.042749,0.026856,0,0,0,0,0,0,0.13552,0.10561,0.29176,0.23955,0,0,0,0.22714,0,0.12013,0,0.15013,0.12036,0,0,0.099107,0,0.084069,0,0.16093,0,0,0.13667,0.005918,0.19637,0.28206,0.12816,0,0,0.24669,0,0.0087927,0.1799,0,0.019549,0.094375,0.11194,0.060584,0,0,0.055719,0.0048318,0,0,0,0,0.071801,0,0,0.072738,0,0.03733,0.094262,0,0.076844,0.061656,0.097897,0,0,0,0,0.10545,0,0,0.0073831,0,0.079564,0.024577,0,0.12348,0
0,0.042843,0,0.0026212,0,0,0.12409,0,0,0.013679,0,0.06144,0.060147,0,0,0,0,0.089682,0,0,0.019737,0,0,0.085712,0.0091525,0,0,0.27511,0,0,0,0,0.13598,0.14526,0.23946,0.066505,0,0.14895,0.0795,0,0,0,0,0.13572,0.039355,0.039736,0.096337,0.19914,0,0.087574,0.069129,0,0,0,0,0,0,0.21952,0,0.23988,0.21503,0.064822,0,0,0.23709,0,0.10693,0,0.060702,0.13372,0,0,0.08449,0.051945,0.026065,0,0.13136,0,0.0377,0.057216,0.0021808,0.18365,0.23201,0.047098,0,0,0.28203,0,0.095263,0.29796,0,0,0,0.14733,0.11159,0,0.0059064,0.076446,0,0,0,0,0,0.086102,0,0,0.043147,0,0.053524,0.039868,0,0.12875,0.034812,0.09839,0,0,0,0,0.098632,0.014692,0,0,0,0.13012,0.022642,0,0.1311,0
0,0,0,0.11264,0,0.054116,0.33358,0,0,0.044381,0,0,0,0,0,0,0.041699,0.077846,0,0,0.0088155,0.033865,0,0.0392,0.10471,0,0.034115,0.23484,0.055534,0,0,0.034272,0.00082892,0.18172,0.31053,0.064378,0,0.071777,0.11614,0,0,0,0,0.16175,0.026405,0.061464,0.028654,0.16412,0,0.056884,0.025742,0,0,0,0,0.051291,0,0.15735,0,0.12102,0.18544,0.058436,0,0,0.11496,0,0.048454,0,0.047606,0.070591,0.029461,0,0.13608,0.023834,0.082134,0,0.18032,0,0.0044493,0,0,0.07824,0.20849,0.10187,0,0,0.39337,0,0.06202,0.22303,0,0.059938,0.02777,0.035568,0.1128,0,0.043731,0.02498,0.057284,0,0,0,0,0.21045,0,0.032326,0.071426,0,0,0.058179,0,0.040717,0.17127,0.057891,0,0.095536,0.0067065,0,0.026329,0,0.098731,0,0,0.042428,0,0,0.10287,0
0,0.0072609,0,0,0.057145,0.072374,0.0061004,0,0,0.14377,0,0.15144,0.091161,0,0,0.0037786,0,0.12739,0,0,0.10826,0.040814,0,0,0,0,0,0.18986,0,0,0.040349,0.04683,0,0.021659,0,0.17758,0,0.18158,0.0024794,0,0,0,0,0.12329,0,0,0.013263,0.1153,0.0047352,0.10563,0.18565,0,0,0,0,0,0,0.19159,0.096892,0.20242,0.032345,0.019873,0,0,0.26993,0,0.15889,0.0066704,0.16908,0.12257,0,0,0.087962,0.10697,0.1279,0,0.060603,0,0.06275,0.026556,0.0068168,0.10788,0.094272,0.15228,0,0,0.31336,0,0.10104,0.21832,0,0.078946,0.085005,0.069576,0.19973,0,0.10455,0.088764,0.1361,0,0,0.094053,0.07822,0,0,0,0.093441,0,0.034486,0.15564,0,0.18974,0.1672,0,0,0.024699,0,0,0.0514,0,0,0.0040093,0,0.1897,0,0,0.094337,0
0.017608,0,0,0.040546,0.0064846,0.071988,0.17939,0.028201,0,0.11574,0,0.086112,0.042527,0,0,0,0,0.16171,0,0.023199,0.064508,0,0,0.0040777,0.10548,0,0,0.14433,0.15186,0,0.045215,0.042889,0,0.033825,0.14755,0,0,0.17494,0,0.016245,0,0,0,0.082136,0,0,0.11066,0.15498,0,0.043128,0,0.0057245,0,0,0.054874,0,0,0.27258,0.010013,0.29267,0.10632,0.029095,0.033531,0,0.16854,0,0.21528,0.0090058,0.13048,0.22748,0,0,0.040201,0,0.020391,0,0.098541,0,0.0087539,0.061952,0,0.24236,0.18073,0.13179,0,0,0.3548,0,0.13415,0.1937,0,0,0.011349,0.1682,0.14843,0,0,0,0,0,0,0,0.028491,0,0,0,0.092694,0,0,0.040294,0,0.08525,0.18466,0,0,0.012395,0,0,0.11139,0,0.01572,0.0038424,0,0.063083,0,0,0.057851,0
0.029888,0.042196,0.0055968,0,0.022879,0,0.16604,0.018532,0,0.085992,0,0,0.20569,0,0,0,0.06617,0.093399,0,0,0.042178,0,0.027835,0,0.039823,0.02377,0,0.035243,0.068334,0,0,0,0.023841,0.032719,0.27635,0,0,0.38389,0,0,0,0,0,0,0.10783,0,0.062457,0.18302,0,0.12456,0,0,0,0,0,0,0.0062756,0.20897,0,0.27687,0.26699,0,0,0,0.062512,0.034381,0.025571,0.12649,0.071099,0.039844,0,0,0.037817,0,0,0.03232,0.019197,0,0.051867,0.24571,0.038786,0.30411,0.24818,0,0,0.00035253,0.14937,0.022972,0.090726,0.0055656,0.006034,0.0655,0,0.20097,0.031898,0.047624,0.018091,0.039664,0,0.0038276,0,0,0.039028,0.030604,0,0,0,0,0.013687,0,0,0.019399,0,0.035038,0,0,0,0,0.23083,0.11321,0,0,0,0,0.063782,0,0.092549,0
0.09208,0,0.015721,0,0.010325,0.022707,0.10218,0.026063,0,0.1091,0,0,0.2163,0,0,0,0.05998,0.087484,0,0.0070787,0.059614,0,0,0,0.018813,0,0,0.060313,0.039578,0,0,0,0,0,0.24653,0,0,0.33045,0,0,0,0,0,0,0.12111,0.022891,0.14513,0.17422,0,0.16902,0.075535,0,0,0,0,0,0,0.24651,0,0.27157,0.33075,0,0.02986,0,0.049224,0,0.028072,0.070853,0.16647,0,0,0,0,0,0,0.050034,0.037887,0,0.095736,0.2076,0,0.32165,0.22733,0,0.041311,0,0.17606,0.028185,0.031113,0.078643,0,0.11526,0,0.15155,0,0,0,0.039153,0,0,0,0,0,0.10814,0,0,0,0,0.02337,0,0,0,0,0,0,0,0.017277,0,0.19126,0.04759,0,0,0,0,0,0,0.087572,0
